BEGIN_DATE,Low,High,Precipitation,snow,snowdepth,windgust,windspeed,cloudcover,visibility,conditions,description,Sum_Crashes,Sum_Fatalities,text
9/11/2017,64.7,89.6,0,0,0,26.4,9.8,13.3,9.9,Clear,Clear conditions throughout the day.,620,620,Clear conditions throughout the day.
9/12/2017,66.5,88.6,0,0,0,34.2,26.6,25.7,9.9,Partially cloudy,Partly cloudy throughout the day.,621,621,Partly cloudy throughout the day.
9/13/2017,68.8,85.5,0,0,0,,13.3,45.9,9.9,Partially cloudy,Partly cloudy throughout the day.,622,622,Partly cloudy throughout the day.
9/14/2017,66.5,77.4,0.02,0,0,37.9,26.8,52.5,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,623,623,Partly cloudy throughout the day with early morning rain.
9/15/2017,56.2,65.5,0.37,0,0,24.2,16,57.6,9.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,624,624,Partly cloudy throughout the day with rain.
9/16/2017,47.4,66.3,0.05,0,0,16.1,12.2,45.6,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,625,625,Partly cloudy throughout the day with early morning rain.
9/17/2017,49.6,75.5,0,0,0,27.7,13.4,49.9,9.9,Partially cloudy,Partly cloudy throughout the day.,626,626,Partly cloudy throughout the day.
9/18/2017,59,83.6,0,0,0,37.4,24.5,47.5,9.9,Partially cloudy,Partly cloudy throughout the day.,627,627,Partly cloudy throughout the day.
9/19/2017,48.4,64.6,0.13,0,0,32.2,24.7,59.3,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,628,628,Partly cloudy throughout the day with rain clearing later.
9/20/2017,47.4,79.2,0,0,0,28.9,21.2,44.4,9.9,Partially cloudy,Partly cloudy throughout the day.,629,629,Partly cloudy throughout the day.
9/21/2017,42.5,57.4,0.45,0,0,19.7,21.1,64.4,9.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,630,630,Partly cloudy throughout the day with late afternoon rain.
9/22/2017,40.7,51.7,0.05,0,0,,13.5,59.8,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,631,631,Partly cloudy throughout the day with early morning rain.
9/23/2017,40.7,55.5,0.29,0,0,,14.5,57.1,9.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,632,632,Partly cloudy throughout the day with late afternoon rain.
9/24/2017,43.4,47.5,0.51,0,0,,13.9,69.1,8.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,633,633,Partly cloudy throughout the day with a chance of rain throughout the day.
9/25/2017,41.8,60.6,0,0,0,,10.1,38.4,9.9,Partially cloudy,Partly cloudy throughout the day.,634,634,Partly cloudy throughout the day.
9/26/2017,42.5,65.4,0,0,0,30,12.7,26.2,9.9,Partially cloudy,Partly cloudy throughout the day.,635,635,Partly cloudy throughout the day.
9/27/2017,45.9,68.8,0,0,0,30,13.8,19.6,9.9,Clear,Clear conditions throughout the day.,636,636,Clear conditions throughout the day.
9/28/2017,50.1,69.6,0,0,0,32.2,18.9,49.3,9.9,Partially cloudy,Partly cloudy throughout the day.,637,637,Partly cloudy throughout the day.
9/29/2017,53.3,73.3,0,0,0,23,9.3,38.9,9.9,Partially cloudy,Partly cloudy throughout the day.,638,638,Partly cloudy throughout the day.
9/30/2017,53.7,67.8,0,0,0,32.2,16.9,60.9,9.9,Partially cloudy,Partly cloudy throughout the day.,639,639,Partly cloudy throughout the day.
10/1/2017,44.7,57.3,0.06,0,0,20.7,15.6,67.9,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,640,640,Partly cloudy throughout the day with rain in the morning and afternoon.
10/2/2017,39.6,51.5,0.04,0,0,17.2,14.9,46.7,9.9,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,641,641,Clearing in the afternoon with morning rain.
10/3/2017,35.6,61.6,0,0,0,42.5,8.8,27.2,9.9,Partially cloudy,Becoming cloudy in the afternoon.,642,642,Becoming cloudy in the afternoon.
10/4/2017,49.5,65.5,0,0,0,42.5,23.3,44,9.9,Partially cloudy,Partly cloudy throughout the day.,643,643,Partly cloudy throughout the day.
10/5/2017,42,62.4,0,0,0,26.4,9.2,36.7,9.9,Partially cloudy,Clearing in the afternoon.,644,644,Clearing in the afternoon.
10/6/2017,42.5,63.5,0,0,0,,13.3,33.4,9.9,Partially cloudy,Partly cloudy throughout the day.,645,645,Partly cloudy throughout the day.
10/7/2017,47.6,75.3,0,0,0,24.2,16.4,23.7,9.9,Partially cloudy,Partly cloudy throughout the day.,646,646,Partly cloudy throughout the day.
10/8/2017,40.9,60.5,0.01,0,0,35.7,23.1,37.9,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,647,647,Partly cloudy throughout the day with afternoon rain.
10/9/2017,35,55.4,0,0,0,24.2,14,22.8,9.9,Partially cloudy,Partly cloudy throughout the day.,648,648,Partly cloudy throughout the day.
10/10/2017,37.6,64.7,0,0,0,23,14.7,23.3,9.9,Partially cloudy,Partly cloudy throughout the day.,649,649,Partly cloudy throughout the day.
10/11/2017,48.7,74.4,0,0,0,32.3,22.1,46.2,9.9,Partially cloudy,Partly cloudy throughout the day.,650,650,Partly cloudy throughout the day.
10/12/2017,44.2,56.5,0,0,0,16.1,12.4,27.6,9.9,Partially cloudy,Partly cloudy throughout the day.,651,651,Partly cloudy throughout the day.
10/13/2017,37.6,63.5,0,0,0,,12.8,2.7,9.9,Clear,Clear conditions throughout the day.,652,652,Clear conditions throughout the day.
10/14/2017,38.2,49.4,0.05,0,0,,19.7,37.3,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,653,653,Partly cloudy throughout the day with rain clearing later.
10/15/2017,31.9,57.2,0,0,0,,8.5,10,9.9,Clear,Clear conditions throughout the day.,654,654,Clear conditions throughout the day.
10/16/2017,35.8,63.6,0,0,0,,7.3,38.6,9.9,Partially cloudy,Partly cloudy throughout the day.,655,655,Partly cloudy throughout the day.
10/17/2017,39,69.5,0,0,0,32.2,9.1,41.2,9.9,Partially cloudy,Partly cloudy throughout the day.,656,656,Partly cloudy throughout the day.
10/18/2017,40.9,70.5,0,0,0,26.4,8.7,39,9.9,Partially cloudy,Partly cloudy throughout the day.,657,657,Partly cloudy throughout the day.
10/19/2017,44.3,74.3,0,0,0,26.4,11.4,45.4,9.9,Partially cloudy,Partly cloudy throughout the day.,658,658,Partly cloudy throughout the day.
10/20/2017,44.5,69.9,0.02,0,0,53.8,33.5,52.2,9.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,659,659,Partly cloudy throughout the day with afternoon rain.
10/21/2017,38.4,53.5,0,0,0,19.7,11,51.7,9.9,Partially cloudy,Partly cloudy throughout the day.,660,660,Partly cloudy throughout the day.
10/22/2017,44.8,67.6,0,0,0,18.3,15,66.2,9.9,Partially cloudy,Partly cloudy throughout the day.,661,661,Partly cloudy throughout the day.
10/23/2017,47.8,64.5,0,0,0,,13.4,47.3,9.7,Partially cloudy,Partly cloudy throughout the day.,662,662,Partly cloudy throughout the day.
10/24/2017,41.6,62.4,0,0,0,,9.9,16.1,9.9,Clear,Clear conditions throughout the day.,663,663,Clear conditions throughout the day.
10/25/2017,41,67.6,0,0,0,,11.3,11,9.9,Clear,Clear conditions throughout the day.,664,664,Clear conditions throughout the day.
10/26/2017,41.9,62.5,0,0,0,,13.4,27.1,9.9,Partially cloudy,Partly cloudy throughout the day.,665,665,Partly cloudy throughout the day.
10/27/2017,39.5,62.3,0,0,0,,13.4,22.4,9.9,Partially cloudy,Partly cloudy throughout the day.,666,666,Partly cloudy throughout the day.
10/28/2017,40.7,63.7,0,0,0,,8,5.1,9.9,Clear,Clear conditions throughout the day.,667,667,Clear conditions throughout the day.
10/29/2017,42.7,71.2,0,0,0,,10.2,0,9.9,Clear,Clear conditions throughout the day.,668,668,Clear conditions throughout the day.
10/30/2017,42.8,57.5,0,0,0,40.3,9,38.3,9.9,Partially cloudy,Partly cloudy throughout the day.,669,669,Partly cloudy throughout the day.
10/31/2017,36.9,55.8,0,0,0,27.1,9.1,50.1,9.9,Partially cloudy,Partly cloudy throughout the day.,670,670,Partly cloudy throughout the day.
11/1/2017,44.6,68.7,0,0,0,21.9,16.2,58.1,9.9,Partially cloudy,Partly cloudy throughout the day.,671,671,Partly cloudy throughout the day.
11/2/2017,50,69.7,0,0,0,31.1,24.3,56.9,9.9,Partially cloudy,Partly cloudy throughout the day.,672,672,Partly cloudy throughout the day.
11/3/2017,48.2,62.5,0.01,0,0,37.4,25.8,67.1,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,673,673,Partly cloudy throughout the day with afternoon rain.
11/4/2017,44.8,57.3,0.01,0,0,25.3,19.7,72.3,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,674,674,Partly cloudy throughout the day with late afternoon rain.
11/5/2017,44.4,51.6,0.02,0,0,,15.7,71.9,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,675,675,Partly cloudy throughout the day with rain.
11/6/2017,36.8,49.3,0.02,0,0,,13.4,60.2,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,676,676,Partly cloudy throughout the day with rain in the morning and afternoon.
11/7/2017,32.5,44.4,0,0,0,,10.5,41.6,9.9,Partially cloudy,Partly cloudy throughout the day.,677,677,Partly cloudy throughout the day.
11/8/2017,28.3,49.4,0,0,0,,9.8,41.8,9.9,Partially cloudy,Partly cloudy throughout the day.,678,678,Partly cloudy throughout the day.
11/9/2017,34.1,60.1,0,0,0,,12.6,54,9.9,Partially cloudy,Partly cloudy throughout the day.,679,679,Partly cloudy throughout the day.
11/10/2017,38.3,51.8,0,0,0,,8.5,55.8,9.9,Partially cloudy,Partly cloudy throughout the day.,680,680,Partly cloudy throughout the day.
11/11/2017,36,55.4,0,0,0,17.2,12.4,33,9.9,Partially cloudy,Clearing in the afternoon.,681,681,Clearing in the afternoon.
11/12/2017,33.1,56.7,0,0,0,28.9,8.3,37.3,9.9,Partially cloudy,Partly cloudy throughout the day.,682,682,Partly cloudy throughout the day.
11/13/2017,33.2,58.6,0,0,0,,10.3,36.8,9.9,Partially cloudy,Partly cloudy throughout the day.,683,683,Partly cloudy throughout the day.
11/14/2017,41.6,56.4,0,0,0,,13.7,46.2,9.9,Partially cloudy,Partly cloudy throughout the day.,684,684,Partly cloudy throughout the day.
11/15/2017,37.1,59.8,0,0,0,26.4,15.9,55,9.9,Partially cloudy,Partly cloudy throughout the day.,685,685,Partly cloudy throughout the day.
11/16/2017,53.5,65.5,0,1.23,1.23,43.5,29.6,70.9,9.1,Partially cloudy,Partly cloudy throughout the day.,686,686,Partly cloudy throughout the day.
11/17/2017,33,52.5,0.87,0.74,1.97,36.7,26.5,71.4,8.6,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,687,687,Partly cloudy throughout the day with a chance of snow throughout the day.
11/18/2017,30.3,43.5,0,0,1.44,,10.4,41.1,9.9,Partially cloudy,Partly cloudy throughout the day.,688,688,Partly cloudy throughout the day.
11/19/2017,29.6,48.4,0,0,0.39,,8.9,56.2,9.9,Partially cloudy,Partly cloudy throughout the day.,689,689,Partly cloudy throughout the day.
11/20/2017,33.9,46.9,0,0,0,,8.5,62.2,9.8,Partially cloudy,Partly cloudy throughout the day.,690,690,Partly cloudy throughout the day.
11/21/2017,43.8,63.5,0,0,0,,8,61.5,9.7,Partially cloudy,Partly cloudy throughout the day.,691,691,Partly cloudy throughout the day.
11/22/2017,44.3,67.2,0,0,0,,9.2,49.5,9.9,Partially cloudy,Partly cloudy throughout the day.,692,692,Partly cloudy throughout the day.
11/23/2017,47.1,63.5,0,0,0,,11.1,55.8,9.9,Partially cloudy,Partly cloudy throughout the day.,693,693,Partly cloudy throughout the day.
11/24/2017,44.4,62.4,0,0,0,,14.9,52.9,9.8,Partially cloudy,Partly cloudy throughout the day.,694,694,Partly cloudy throughout the day.
11/25/2017,41.9,58.5,0,0,0,,8.2,52.1,9.9,Partially cloudy,Partly cloudy throughout the day.,695,695,Partly cloudy throughout the day.
11/26/2017,40.1,67.3,0,0,0,29.4,20.5,64,9.8,Partially cloudy,Partly cloudy throughout the day.,696,696,Partly cloudy throughout the day.
11/27/2017,39.6,66,0.18,0,0,43,32,65.3,9.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,697,697,Partly cloudy throughout the day with rain.
11/28/2017,32,48.3,0,0,0,,10.4,20.2,9.9,Partially cloudy,Partly cloudy throughout the day.,698,698,Partly cloudy throughout the day.
11/29/2017,33,48.6,0,0,0,,12.4,34.3,9.9,Partially cloudy,Partly cloudy throughout the day.,699,699,Partly cloudy throughout the day.
11/30/2017,28.3,47.7,0,0,0,,6.8,32.3,9.8,Partially cloudy,Partly cloudy throughout the day.,700,700,Partly cloudy throughout the day.
12/1/2017,35.6,50.7,0,0,0,,8.8,67.2,9.1,Partially cloudy,Partly cloudy throughout the day.,701,701,Partly cloudy throughout the day.
12/2/2017,32.9,48.8,0,0,0,,9,49.7,7.8,Partially cloudy,Partly cloudy throughout the day.,702,702,Partly cloudy throughout the day.
12/3/2017,33.6,64.3,0.01,2.51,2.51,40.8,26.4,71.7,8.1,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,703,703,Partly cloudy throughout the day with afternoon snow.
12/4/2017,27.3,33.7,0.07,1.5,4.01,29.8,18.1,66,8.6,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,704,704,Partly cloudy throughout the day with a chance of snow throughout the day.
12/5/2017,23.5,36.6,0,0.06,1.56,24.2,11.1,15.5,9.9,Clear,Clear conditions throughout the day.,705,705,Clear conditions throughout the day.
12/6/2017,23.6,35.5,0,0,1.29,,11,13.4,9.9,Clear,Clear conditions throughout the day.,706,706,Clear conditions throughout the day.
12/7/2017,22.5,37.6,0,0,1.18,,8.4,34.7,9.8,Partially cloudy,Partly cloudy throughout the day.,707,707,Partly cloudy throughout the day.
12/8/2017,22.6,39.3,0,0,1.18,,7.8,15,9.7,Clear,Clear conditions throughout the day.,708,708,Clear conditions throughout the day.
12/9/2017,21.7,40.6,0,0,1.18,,8.3,5.7,7.8,Clear,Clear conditions throughout the day.,709,709,Clear conditions throughout the day.
12/10/2017,21.6,39.4,0,0,1.18,25.3,8,4.1,5.8,Clear,Clear conditions throughout the day.,710,710,Clear conditions throughout the day.
12/11/2017,20.7,29.4,0.02,0,1.18,,5.8,60.1,1.4,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,711,711,Partly cloudy throughout the day with late afternoon rain.
12/12/2017,24,27.2,0.04,0,0.66,,5.6,85.8,0.4,"Snow, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,712,712,Partly cloudy throughout the day with rain clearing later.
12/13/2017,22.8,29.7,0,0,0.39,,10,81.9,2.3,Partially cloudy,Partly cloudy throughout the day.,713,713,Partly cloudy throughout the day.
12/14/2017,24.9,38.6,0,0,0.39,,9.9,31.5,7.2,Partially cloudy,Partly cloudy throughout the day.,714,714,Partly cloudy throughout the day.
12/15/2017,25.1,41.9,0,0.06,0.42,,9.2,40.8,8.7,Partially cloudy,Partly cloudy throughout the day.,715,715,Partly cloudy throughout the day.
12/16/2017,29.8,34.7,0.06,0.48,0.88,26.4,13.6,78.3,5.1,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,716,716,Partly cloudy throughout the day with snow.
12/17/2017,26.8,36.6,0,0.28,1.16,,6.7,45.9,9.9,Partially cloudy,Partly cloudy throughout the day.,717,717,Partly cloudy throughout the day.
12/18/2017,27.6,43.4,0,0.51,1.18,,9.7,50.8,9.9,Partially cloudy,Partly cloudy throughout the day.,718,718,Partly cloudy throughout the day.
12/19/2017,28.7,47.7,0,0,0.7,,12.6,44.5,9.9,Partially cloudy,Becoming cloudy in the afternoon.,719,719,Becoming cloudy in the afternoon.
12/20/2017,30.3,53.2,0.04,0.89,1.35,42.2,29.1,71.3,7.8,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,720,720,Partly cloudy throughout the day with snow.
12/21/2017,25.9,36.4,0,0.58,1.93,,18.1,40.1,9.9,Partially cloudy,Clearing in the afternoon.,721,721,Clearing in the afternoon.
12/22/2017,23.5,37.5,0,0.19,1.36,,13.2,52,9.9,Partially cloudy,Becoming cloudy in the afternoon.,722,722,Becoming cloudy in the afternoon.
12/23/2017,26.4,40.5,0.1,0.49,1.79,27.7,19.4,65.2,8.4,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.,723,723,Partly cloudy throughout the day with snow in the morning and afternoon.
12/24/2017,21.3,32.7,0.13,1.5,3.2,,9.7,59.6,8.5,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,724,724,Partly cloudy throughout the day with late afternoon snow.
12/25/2017,28.2,38.7,0.2,0.8,4,,6.8,75.5,3.8,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,725,725,Partly cloudy throughout the day with early morning snow.
12/26/2017,19.9,33.3,0,0,3.11,,8.8,50.5,2.1,Partially cloudy,Becoming cloudy in the afternoon.,726,726,Becoming cloudy in the afternoon.
12/27/2017,16,40.6,0,0,2.56,,7.8,55.2,5.8,Partially cloudy,Partly cloudy throughout the day.,727,727,Partly cloudy throughout the day.
12/28/2017,21.4,44.7,0,0,2.15,,9.4,43.9,5.9,Partially cloudy,Partly cloudy throughout the day.,728,728,Partly cloudy throughout the day.
12/29/2017,23.5,43.4,0,0,1.92,,11.2,48.4,7.4,Partially cloudy,Partly cloudy throughout the day.,729,729,Partly cloudy throughout the day.
12/30/2017,33.5,46.9,0,0,1.63,,12.6,66.7,9.9,Partially cloudy,Partly cloudy throughout the day.,730,730,Partly cloudy throughout the day.
12/31/2017,26,39.6,0,0.14,1.22,,7.6,41.4,9.9,Partially cloudy,Becoming cloudy in the afternoon.,731,731,Becoming cloudy in the afternoon.
1/1/2018,24.2,41.9,0,0.13,1.18,,6.2,35.7,9.9,Partially cloudy,Partly cloudy throughout the day.,732,732,Partly cloudy throughout the day.
1/2/2018,24.7,43.4,0,0.06,0.66,,9,8.2,9.3,Clear,Clear conditions throughout the day.,733,733,Clear conditions throughout the day.
1/3/2018,22.8,38.6,0,0.04,0.46,,7.7,44.2,9.4,Partially cloudy,Partly cloudy throughout the day.,734,734,Partly cloudy throughout the day.
1/4/2018,19.5,41.8,0,0,0.46,,7.9,56.3,9.1,Partially cloudy,Partly cloudy throughout the day.,735,735,Partly cloudy throughout the day.
1/5/2018,24.6,42.9,0,0,0.46,26.4,8.9,45.4,7.1,Partially cloudy,Partly cloudy throughout the day.,736,736,Partly cloudy throughout the day.
1/6/2018,29.9,35,0.2,0.64,1.11,,10.4,92.6,3.1,"Snow, Overcast",Cloudy skies throughout the day with snow.,737,737,Cloudy skies throughout the day with snow.
1/7/2018,31.6,44.6,0.02,0.39,1.5,,9,65.2,1.8,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,738,738,Partly cloudy throughout the day with early morning snow.
1/8/2018,26.4,38.3,0,0.12,1.19,,10.4,75.3,2.7,Partially cloudy,Partly cloudy throughout the day.,739,739,Partly cloudy throughout the day.
1/9/2018,41.8,49.5,0.03,0,0.66,29.8,21.2,95.4,9.9,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,740,740,Cloudy skies throughout the day with early morning rain.
1/10/2018,35.6,46.7,0.07,0,0.13,,14.6,86.7,9.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,741,741,Partly cloudy throughout the day with morning rain.
1/11/2018,33.7,47.5,0,0,0,32.8,20.6,89.2,9.9,Partially cloudy,Partly cloudy throughout the day.,742,742,Partly cloudy throughout the day.
1/12/2018,37.6,52.3,0,0,0,,10.2,61.6,9.9,Partially cloudy,Partly cloudy throughout the day.,743,743,Partly cloudy throughout the day.
1/13/2018,35.5,51.5,0,0,0,,8.8,56,9.9,Partially cloudy,Partly cloudy throughout the day.,744,744,Partly cloudy throughout the day.
1/14/2018,30.6,52.2,0,0,0,25.3,10.3,13.3,9.9,Clear,Clear conditions throughout the day.,745,745,Clear conditions throughout the day.
1/15/2018,30.4,47.4,0,0,0,30,7.7,47.1,9.6,Partially cloudy,Partly cloudy throughout the day.,746,746,Partly cloudy throughout the day.
1/16/2018,31.5,50.4,0,0,0,33.3,10,47.6,9.9,Partially cloudy,Partly cloudy throughout the day.,747,747,Partly cloudy throughout the day.
